advertiser_name,vertical
Jimmy John's,Food & Beverage
Jimmy John's,Restaurants
Jimmy John's,Electronics & Communication
Oreo,Food & Beverage
Ally,"Business, Finance, Legal, and Logistics"
Heinz,Food & Beverage
Osteo Bi-Flex,Health & Beauty
Wawa,Retail Stores
Wawa,Food & Beverage
Wawa,Restaurants
Wawa,Life & Entertainment
AMC,Life & Entertainment
Fairlife,Food & Beverage
Dell Technologies,Electronics & Communication
Brand Power,Electronics & Communication
GoDaddy,"Business, Finance, Legal, and Logistics"
GoDaddy,Electronics & Communication
Attruby,Pharmaceutical & Medical
NexGard,Pets
4Patriots,Food & Beverage
4Patriots,Electronics & Communication
4Patriots,Home & Garden
Flonase,Pharmaceutical & Medical
Salesforce,"Business, Finance, Legal, and Logistics"
Salesforce,Electronics & Communication
Salesforce,Life & Entertainment
U.S. Department of Health and Human Services,"Government, Politics, and Social Concerns"
Izervay,Pharmaceutical & Medical
Oscar Mayer,Food & Beverage
Marriott,"Business, Finance, Legal, and Logistics"
Marriott,Travel
Western Governors University (WGU),Education
Wounded Warrior Project,"Government, Politics, and Social Concerns"
Rocket Mortgage,"Business, Finance, Legal, and Logistics"
Rocket Mortgage,Life & Entertainment
Clinique,Health & Beauty
Visiting Angels,Pharmaceutical & Medical
IBM,"Business, Finance, Legal, and Logistics"
IBM,Electronics & Communication
FOX Sports 1 (FS1),Life & Entertainment
Renewal by Andersen,Home & Garden
PureWick System,Pharmaceutical & Medical
Nugenix,Health & Beauty
TurboTax,"Business, Finance, Legal, and Logistics"
Friday Plans,Pharmaceutical & Medical
Maybelline New York,Health & Beauty
STIHL,Electronics & Communication
STIHL,Home & Garden
Fidelity Investments,"Business, Finance, Legal, and Logistics"
Fidelity Investments,Life & Entertainment
Nature's Bounty,Health & Beauty
Dude Wipes,Health & Beauty
Primatene,Pharmaceutical & Medical
Petivity,Pets
TEPEZZA,Pharmaceutical & Medical
Visionworks,Retail Stores
Litter-Robot,Pets
Empower,"Business, Finance, Legal, and Logistics"
Empower,Electronics & Communication
Mochi Health,Health & Beauty
OxiClean,Home & Garden
Linzess,Pharmaceutical & Medical
Dr. Squatch,Health & Beauty
Invisalign,Health & Beauty
Boost,Food & Beverage
Boost,Health & Beauty
NFL FLAG,Life & Entertainment
Botox Cosmetic,Pharmaceutical & Medical
PODS,Home & Garden
JCPenney,Retail Stores
JCPenney,"Apparel, Footwear, and Accessories"
JCPenney,Electronics & Communication
AG1,Food & Beverage
AG1,Health & Beauty
Rolaids,Pharmaceutical & Medical
XOLAIR,Pharmaceutical & Medical
Vuori,"Apparel, Footwear, and Accessories"
Great Wolf Lodge,Travel
Lumify,Health & Beauty
Lumify,Pharmaceutical & Medical
Jack Daniel's,Food & Beverage
BambooHR,Electronics & Communication
Gorilla Glue,Home & Garden
Navy Federal Credit Union,"Business, Finance, Legal, and Logistics"
Aetna,Insurance
Roof Maxx,Home & Garden
Harry & David,Food & Beverage
Harry & David,Retail Stores
Maker's Mark,Food & Beverage
Stella Artois,Food & Beverage
United Airlines,"Business, Finance, Legal, and Logistics"
United Airlines,Travel
Kesimpta,Pharmaceutical & Medical
Nucala,Pharmaceutical & Medical
EGGO,Food & Beverage
Delsym,Pharmaceutical & Medical
Butterfinger,Food & Beverage
Hobby Lobby,Retail Stores
Purple,Retail Stores
Purple,Home & Garden
Mercy Ships,"Government, Politics, and Social Concerns"
Heineken,Food & Beverage
King's Hawaiian,Food & Beverage
On the Rocks Cocktails,Food & Beverage
Max,Life & Entertainment
Underoutfit,"Apparel, Footwear, and Accessories"
Edward Jones,"Business, Finance, Legal, and Logistics"
Particle,Health & Beauty
Spam,Food & Beverage
Best Buy,Retail Stores
Care.com,"Business, Finance, Legal, and Logistics"
Care.com,Health & Beauty
Care.com,Pets
ROLO,Food & Beverage
Generac,Energy & Power
Generac,Electronics & Communication
Generac,Home & Garden
Dr. Marty Pets,Pets
Boehringer Ingelheim,Pharmaceutical & Medical
SmartAsset,"Business, Finance, Legal, and Logistics"
Frank's RedHot,Food & Beverage
ClearCaptions,Electronics & Communication
Telemundo,Education
Telemundo,"Government, Politics, and Social Concerns"
Telemundo,Life & Entertainment
Telemundo,Entertainment / Media / Leisure
Nizoral,Health & Beauty
AbbVie,Pharmaceutical & Medical
Mountain Dew,Food & Beverage
Nervive,Pharmaceutical & Medical
Angel Studios,Life & Entertainment
Frigidaire,Electronics & Communication
Bartesian,Electronics & Communication
Bartesian,Home & Garden
Vanguard,"Business, Finance, Legal, and Logistics"
poppi,Food & Beverage
Claude,Electronics & Communication
Alzheimer's Association,"Government, Politics, and Social Concerns"
Peloton,Health & Beauty
Peloton,"Apparel, Footwear, and Accessories"
Peloton,Electronics & Communication
Peloton,Life & Entertainment
Self,"Business, Finance, Legal, and Logistics"
Operation Smile,"Government, Politics, and Social Concerns"
Paxlovid,Pharmaceutical & Medical
ServPro,Home & Garden
Talenti,Food & Beverage
A Place for Mom,Health & Beauty
A Place for Mom,"Government, Politics, and Social Concerns"
National Geographic Channel,Life & Entertainment
Dovato,Pharmaceutical & Medical
Investigation Discovery (ID),"Government, Politics, and Social Concerns"
Investigation Discovery (ID),Life & Entertainment
Amazon MGM Studios,Life & Entertainment
FinanceBuzz,"Business, Finance, Legal, and Logistics"
WATCHMAN,Pharmaceutical & Medical
General Mills,Food & Beverage
Progresso,Food & Beverage
KitKat,Food & Beverage
MasterClass,Education
MasterClass,Life & Entertainment
Mazda,Vehicles Manufacturers
Mazda,Automotive / Vehicles
Valvoline,"Vehicles Parts, Supplies, and Services"
RWJ Barnabas Health,Life & Entertainment
RWJ Barnabas Health,Pharmaceutical & Medical
Dish,Life & Entertainment
Dish,Electronics & Communication
Delectables,Pets
Boar's Head,Food & Beverage
Skittles,Food & Beverage
Bosch,"Vehicles Parts, Supplies, and Services"
Bosch,Electronics & Communication
EZWell Massage System,Pharmaceutical & Medical
Gabb,"Apparel, Footwear, and Accessories"
Gabb,Electronics & Communication
Extra,Food & Beverage
Extra,"Business, Finance, Legal, and Logistics"
Extra,Life & Entertainment
Lumber Liquidators,Retail Stores
Lumber Liquidators,Home & Garden
Angi,Electronics & Communication
Angi,Life & Entertainment
Sargento,Food & Beverage
Amazon Web Services (AWS),Electronics & Communication
U.S. Army,"Government, Politics, and Social Concerns"
Grand Canyon University (GCU),Education
Versace,Health & Beauty
PrettyLitter,Pets
Burberry,Health & Beauty
Hallmark Channel,Food & Beverage
Hallmark Channel,Life & Entertainment
The Jewelry Exchange,Retail Stores
The Jewelry Exchange,"Apparel, Footwear, and Accessories"
Brigit,"Business, Finance, Legal, and Logistics"
Princess Cruises,Travel
BBC America,Life & Entertainment
V8 Juice,Food & Beverage
Sealy,Home & Garden
Ion Television,Life & Entertainment
eHealth,Insurance
Shell,"Vehicles Parts, Supplies, and Services"
Shell,Life & Entertainment
Doritos,Food & Beverage
NBC News,"Government, Politics, and Social Concerns"
NBC News,Life & Entertainment
Visa,"Business, Finance, Legal, and Logistics"
Stitch Fix,Retail Stores
Stitch Fix,"Apparel, Footwear, and Accessories"
Pringles,Food & Beverage
Bosley,Health & Beauty
Bosley,Pharmaceutical & Medical
Apartments.com,"Business, Finance, Legal, and Logistics"
Ninja Transfers,"Business, Finance, Legal, and Logistics"
TheraBreath,Health & Beauty
Raid,Home & Garden
Otter.ai,Electronics & Communication
BulbHead,Retail Stores
BulbHead,"Vehicles Parts, Supplies, and Services"
BulbHead,Health & Beauty
BulbHead,"Apparel, Footwear, and Accessories"
BulbHead,Electronics & Communication
BulbHead,Pharmaceutical & Medical
BulbHead,Home & Garden
Cerakote,"Vehicles Parts, Supplies, and Services"
Kerrygold,Food & Beverage
Gucci,Health & Beauty
NewsNation,"Government, Politics, and Social Concerns"
NewsNation,Life & Entertainment
NewsNation,Entertainment / Media / Leisure
Paycom,Careers Services
Premier Protein,Food & Beverage
Garlique,Health & Beauty
Garlique,Pharmaceutical & Medical
Dutch,Pets
Johnnie Walker,Food & Beverage
WellCare,"Business, Finance, Legal, and Logistics"
WellCare,Insurance
Rezdiffra,Pharmaceutical & Medical
Simparica,Pets
HexClad,"Apparel, Footwear, and Accessories"
HexClad,Home & Garden
2K,Life & Entertainment
Life Alert,Pharmaceutical & Medical
Calquence,Pharmaceutical & Medical
Baileys,Food & Beverage
Kind,Food & Beverage
De Beers,Retail Stores
Wendy’s,Restaurants
TRESemmé,Health & Beauty
Wonderful Pistachios,Food & Beverage
Sanofi,Pharmaceutical & Medical
Reynolds,Home & Garden
AAA (American Automobile Association),Life & Entertainment
AAA (American Automobile Association),Insurance
Framebridge,Retail Stores
Blue Moon,Food & Beverage
Ocrevus,Pharmaceutical & Medical
Apoquel,Pets
No Time To Wait,Pharmaceutical & Medical
MLB Network,Life & Entertainment
Blue Apron,Food & Beverage
Wander,Travel
E!,Life & Entertainment
E!,Entertainment / Media / Leisure
AT&T Business,Electronics & Communication
Estée Lauder,Health & Beauty
No7,Health & Beauty
Calm,Life & Entertainment
The RealReal,Retail Stores
The RealReal,Life & Entertainment
Gilt,Retail Stores
Gilt,Life & Entertainment
OmegaXL,Health & Beauty
Senior Life Insurance Company,Insurance
Brawny,Home & Garden
Cosentyx,Pharmaceutical & Medical
TEZSPIRE,Pharmaceutical & Medical
Simply,Food & Beverage
Allied Injury Group,"Business, Finance, Legal, and Logistics"
ESPN+,Life & Entertainment
Prudential,"Business, Finance, Legal, and Logistics"
Prudential,Insurance
Paramount Network,Life & Entertainment
Redfin,"Business, Finance, Legal, and Logistics"
Redfin,Life & Entertainment
Columbia Pictures,Life & Entertainment
Tropical Smoothie Cafe,Food & Beverage
Tropical Smoothie Cafe,Restaurants
Tropical Smoothie Cafe,Life & Entertainment
Laura Geller,Health & Beauty
Dave & Buster's,Restaurants
VANGUARD,Life & Entertainment
Oar Health,Pharmaceutical & Medical
Hefty,Home & Garden
Legal Help Center,"Business, Finance, Legal, and Logistics"
1-800-GOT-JUNK?,Home & Garden
American Cancer Society,Government / Organizations
American Cancer Society,"Government, Politics, and Social Concerns"
American Cancer Society,Life & Entertainment
Viking Ocean Cruises,Travel
NetCredit,"Business, Finance, Legal, and Logistics"
Audible,Life & Entertainment
Outcomes4Me,Life & Entertainment
SYFOVRE,Pharmaceutical & Medical
Cinnamon Toast Crunch,Food & Beverage
Valentino,Health & Beauty
Sun Cruiser,Food & Beverage
Las Vegas,Travel
Stearns & Foster,Home & Garden
SodaStream,Food & Beverage
SodaStream,Electronics & Communication
Rover,Pets
OFF!,Health & Beauty
STEM,Home & Garden
The Salvation Army,"Government, Politics, and Social Concerns"
The Salvation Army,Government / Organizations
Xyzal,Pharmaceutical & Medical
Pumpkin,Pets
Pumpkin,Insurance
SHINGRIX,Pharmaceutical & Medical
MTailor,Retail Stores
MTailor,Life & Entertainment
Nickelodeon,Life & Entertainment
Nickelodeon,Electronics & Communication
Turtlebox,Electronics & Communication
Sam's Club,Retail Stores
Sam's Club,Life & Entertainment
Hormel Foods,Food & Beverage
PopCorners,Food & Beverage
TNT Sports,Life & Entertainment
DampRid,Home & Garden
Liquid I.V.,Food & Beverage
Liquid I.V.,Food / Beverages
Honeylove,"Apparel, Footwear, and Accessories"
Spruce,Home & Garden
Velveeta,Food & Beverage
Audien Hearing,Pharmaceutical & Medical
He Gets Us,Life & Entertainment
Mutual of Omaha,Insurance
Brooks Sports,"Apparel, Footwear, and Accessories"
Brukinsa,Pharmaceutical & Medical
Skull Shaver,Health & Beauty
Sprite,Food & Beverage
Floor & Decor,Retail Stores
Chamberlain University,Education
ShipStation,"Business, Finance, Legal, and Logistics"
Fox News,Life & Entertainment
Fox News,Electronics & Communication
FXX,Life & Entertainment
Muddy Mat,Home & Garden
Pooph,Home & Garden
Colace,Health & Beauty
Colace,Pharmaceutical & Medical
Theraworx Relief,Pharmaceutical & Medical
SelectQuote,Electronics & Communication
SelectQuote,Insurance
Robinhood,"Business, Finance, Legal, and Logistics"
Senokot,Health & Beauty
Senokot,Pharmaceutical & Medical
Coterie,Health & Beauty
Disabled American Veterans (DAV),"Government, Politics, and Social Concerns"
The Zebra,Electronics & Communication
Viking Cruises,Travel
FAGE,Food & Beverage
Truly Hard Seltzer,Food & Beverage
Groundworks,Home & Garden
Zoetis,"Government, Politics, and Social Concerns"
Zoetis,Pets
Poshmark,Retail Stores
Lucky Charms,Food & Beverage
Pella,Home & Garden
CNBC,"Business, Finance, Legal, and Logistics"
CNBC,Life & Entertainment
Major League Baseball (MLB),Retail Stores
Major League Baseball (MLB),"Government, Politics, and Social Concerns"
Major League Baseball (MLB),Life & Entertainment
Valspar,Home & Garden
Energizer,Electronics & Communication
CashNetUSA,"Business, Finance, Legal, and Logistics"
Navage,Pharmaceutical & Medical
Ghirardelli,Food & Beverage
Famous Footwear,"Apparel, Footwear, and Accessories"
Best Western,Travel
Bush's Best,Food & Beverage
Smucker's Uncrustables,Food & Beverage
Flex Seal,Retail Stores
Flex Seal,Home & Garden
iBotta,Life & Entertainment
Seed,Health & Beauty
Wrangler,"Apparel, Footwear, and Accessories"
Tunnel to Towers Foundation,"Government, Politics, and Social Concerns"
Ollie,Pets
Playtika,Life & Entertainment
LEGO,Life & Entertainment
Tecovas,"Apparel, Footwear, and Accessories"
ServiceNow,Electronics & Communication
Bet365,Life & Entertainment
Apretude,Pharmaceutical & Medical
Club,Food & Beverage
Hugo Boss,Health & Beauty
Kohler,Electronics & Communication
Kohler,Life & Entertainment
Kohler,Home & Garden
Facebook,Life & Entertainment
O'Keeffe's,Health & Beauty
Invesco,"Business, Finance, Legal, and Logistics"
Omnilux,Health & Beauty
Breyers,Food & Beverage
Legacybox,"Business, Finance, Legal, and Logistics"
Golf Channel,Life & Entertainment
Golf Channel,Electronics & Communication
SingleCare,Pharmaceutical & Medical
Enterprise,"Vehicles Parts, Supplies, and Services"
National University,Education
Kitsch,Health & Beauty
Safe Step Walk-In Tub,Home & Garden
Emirates,Travel
Giorgio Armani,Health & Beauty
Medicare,"Government, Politics, and Social Concerns"
Medicare,Insurance
Smileactives,Health & Beauty
Orajel,Health & Beauty
Medicare Advantage Advisors,Pharmaceutical & Medical
Healthsexuals,"Government, Politics, and Social Concerns"
Certified Financial Planner (CFP),"Business, Finance, Legal, and Logistics"
Panda Express,Restaurants
Lalo,Health & Beauty
Lalo,Life & Entertainment
Knorr,Food & Beverage
Sur La Table,Retail Stores
Adobe,Electronics & Communication
Busch,Food & Beverage
Payday,Food & Beverage
Goodyear,"Vehicles Parts, Supplies, and Services"
BET,Life & Entertainment
Consumer Reports,Electronics & Communication
Ritz,Food & Beverage
Gorjana,"Apparel, Footwear, and Accessories"
Meta,"Government, Politics, and Social Concerns"
Meta,Electronics & Communication
Meta,Life & Entertainment
XDEMVY,Pharmaceutical & Medical
Firehouse Subs,Restaurants
Ameriprise Financial,"Business, Finance, Legal, and Logistics"
Disneyland,Travel
PediaSure,Food & Beverage
The United States Department of Homeland Security (DHS),"Government, Politics, and Social Concerns"
Avocado,Retail Stores
Avocado,Home & Garden
Lively,Electronics & Communication
The Ridge,"Apparel, Footwear, and Accessories"
Home Chef,Food & Beverage
Greenies,Pets
Glad,Home & Garden
Cabinets To Go,Retail Stores
Jack Archer,Retail Stores
Jack Archer,"Apparel, Footwear, and Accessories"
CVS Pharmacy,Retail Stores
CVS Pharmacy,Life & Entertainment
CVS Pharmacy,Pharmaceutical & Medical
Signal Relief,Pharmaceutical & Medical
Priceline,Travel
Oakley,"Apparel, Footwear, and Accessories"
MS NOW,Retail Stores
MS NOW,Life & Entertainment
WaterWipes,Home & Garden
Kroger,Retail Stores
Pure Leaf,Food & Beverage
Ray-Ban,"Apparel, Footwear, and Accessories"
WW (WeightWatchers),Health & Beauty
WW (WeightWatchers),Electronics & Communication
WW (WeightWatchers),Life & Entertainment
Acorn TV,Life & Entertainment
Kobayashi,Pharmaceutical & Medical
Dekliderm,Health & Beauty
Lipo-Flavonoid,Pharmaceutical & Medical
Cutwater,Food & Beverage
RushOrderTees,"Business, Finance, Legal, and Logistics"
Raymour & Flanigan,Retail Stores
Philips,Health & Beauty
Philips,Pharmaceutical & Medical
Bell and Howell,Health & Beauty
Bell and Howell,"Vehicles Parts, Supplies, and Services"
Bell and Howell,"Apparel, Footwear, and Accessories"
Bell and Howell,Electronics & Communication
Bell and Howell,Home & Garden
Burlington,Retail Stores
StockX,"Apparel, Footwear, and Accessories"
Holiday Inn Express,Travel
Nestlé,Food & Beverage
"Maune Raichle Hartley French & Mudd, LLC (MRHFM)","Business, Finance, Legal, and Logistics"
Moderna,Pharmaceutical & Medical
Kars4Kids,"Government, Politics, and Social Concerns"
Qualcomm,Electronics & Communication
IFC,Life & Entertainment
HurryCane,Pharmaceutical & Medical
Sony Pictures Classics,Life & Entertainment
American Family Insurance,Insurance
Qdoba,Restaurants
Extra Space Storage,"Business, Finance, Legal, and Logistics"
NerdWallet,"Business, Finance, Legal, and Logistics"
Principal,"Business, Finance, Legal, and Logistics"
Jared,Retail Stores
Jared,"Apparel, Footwear, and Accessories"
ESPN BET,Life & Entertainment
John Deere,"Business, Finance, Legal, and Logistics"
John Deere,Vehicles Manufacturers
John Deere,Home & Garden
Ariat,Retail Stores
Ariat,"Apparel, Footwear, and Accessories"
Truewerk,Retail Stores
Feeding America,"Government, Politics, and Social Concerns"
Feeding America,Government / Organizations
A24,Life & Entertainment
NJM,Insurance
American Standard,Home & Garden
Club Pilates,Health & Beauty
MINI,Vehicles Manufacturers
Pacagen,Health
Pacagen,Pets
Pacagen,Home & Garden
Lifetime,Unknown Category
Lifetime,Life & Entertainment
E-Trade,"Business, Finance, Legal, and Logistics"
E-Trade,Life & Entertainment
